track_name,album_name,album_type,duration,release_year,artists,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Pen Cap Chew,With The Lights Out,box set,180,2004,Nirvana,0.0333,0.501,0.815,0.0219,10,0.05,-4.62,0,0.0487,88.657,4,0.234
Downer,With The Lights Out,box set,103,2004,Nirvana,0.48,0.351,0.955,0.0,4,0.837,-5.551,1,0.147,102.786,4,0.638
Floyd The Barber,With The Lights Out,box set,151,2004,Nirvana,0.154,0.232,0.964,0.0199,4,0.109,-4.877,1,0.151,137.491,4,0.198
Raunchola/Moby Dick,With The Lights Out,box set,383,2004,Nirvana,0.00743,0.201,0.973,0.685,6,0.548,-5.402,1,0.356,85.419,4,0.0696
Beans,With The Lights Out,box set,91,2004,Nirvana,0.463,0.592,0.246,0.0,8,0.265,-10.527,0,0.362,145.515,4,0.727
Don'T Want It All,With The Lights Out,box set,143,2004,Nirvana,0.0671,0.596,0.511,0.795,8,0.146,-8.688,0,0.125,143.189,4,0.248
Clean Up Before She Comes,With The Lights Out,box set,190,2004,Nirvana,0.177,0.61,0.388,0.202,3,0.386,-9.286,1,0.0598,122.202,4,0.694
Polly,With The Lights Out,box set,148,2004,Nirvana,0.749,0.445,0.637,1.97e-05,6,0.0766,-5.94,1,0.0466,129.564,4,0.692
About A Girl,With The Lights Out,box set,162,2004,Nirvana,0.641,0.478,0.45,0.858,2,0.0875,-11.5,0,0.0295,115.829,4,0.339
Blandest,With The Lights Out,box set,235,2004,Nirvana,3.42e-05,0.291,0.973,0.0119,10,0.191,-3.325,0,0.102,122.159,4,0.286
Dive,With The Lights Out,box set,288,2004,Nirvana,0.00127,0.298,0.923,0.011,11,0.188,-4.147,1,0.0801,122.302,4,0.179
They Hung Him On A Cross,With The Lights Out,box set,115,2004,Nirvana,0.895,0.333,0.402,0.0,4,0.0955,-6.974,1,0.0317,94.488,4,0.374
Grey Goose,With The Lights Out,box set,275,2004,Nirvana,0.00348,0.31,0.644,0.806,4,0.215,-5.025,1,0.0341,107.677,4,0.228
Ain'T It A Shame,With The Lights Out,box set,121,2004,Nirvana,8.57e-06,0.419,0.973,0.000159,4,0.28,-5.172,1,0.0606,113.399,4,0.592
Token Eastern Song,With The Lights Out,box set,199,2004,Nirvana,0.000219,0.381,0.917,8.55e-06,9,0.121,-4.9,1,0.0741,136.941,4,0.45
Even In His Youth,With The Lights Out,box set,191,2004,Nirvana,4.35e-06,0.308,0.982,5.59e-06,0,0.326,-3.904,1,0.192,143.173,4,0.548
Polly,With The Lights Out,box set,156,2004,Nirvana,0.133,0.224,0.862,0.301,0,0.0959,-4.891,1,0.122,140.49,4,0.589
Opinion,With The Lights Out,box set,93,2004,Nirvana,0.826,0.417,0.466,0.0,6,0.211,-9.543,0,0.0398,149.472,4,0.71
Lithium,With The Lights Out,box set,108,2004,Nirvana,0.877,0.566,0.359,0.0,4,0.579,-9.27,1,0.0364,127.763,4,0.517
Been A Son,With The Lights Out,box set,71,2004,Nirvana,0.717,0.44,0.617,0.78,1,0.19,-9.253,0,0.0585,125.857,4,0.704
Sliver,With The Lights Out,box set,128,2004,Nirvana,0.961,0.695,0.374,0.886,8,0.127,-11.599,0,0.0555,128.464,4,0.675
Where Did You Sleep Last Night,With The Lights Out,box set,149,2004,Nirvana,0.961,0.613,0.254,0.875,8,0.115,-11.322,1,0.0315,120.017,3,0.285
Pay To Play,With The Lights Out,box set,208,2004,Nirvana,5.41e-05,0.405,0.962,0.863,9,0.483,-6.073,0,0.106,164.371,4,0.26
Here She Comes Now,With The Lights Out,box set,300,2004,Nirvana,0.0464,0.352,0.703,0.0386,0,0.123,-7.806,0,0.0297,118.829,4,0.149
Drain You,With The Lights Out,box set,157,2004,Nirvana,0.0201,0.294,0.834,0.000584,1,0.54,-4.009,0,0.0381,139.119,4,0.598
Aneurysm,With The Lights Out,box set,287,2004,Nirvana,1.75e-05,0.296,0.764,0.868,11,0.0771,-6.011,0,0.0429,130.524,4,0.316
Smells Like Teen Spirit,With The Lights Out,box set,338,2004,Nirvana,0.151,0.557,0.982,0.000265,8,0.253,-3.521,1,0.0901,117.27,4,0.402
Breed,With The Lights Out,box set,186,2004,Nirvana,5.36e-05,0.235,0.984,0.0,11,0.178,-4.308,1,0.17,158.087,4,0.0939
Verse Chorus Verse,With The Lights Out,box set,196,2004,Nirvana,0.000837,0.453,0.938,0.000171,9,0.453,-4.681,0,0.0478,131.77,4,0.39
Old Age,With The Lights Out,box set,259,2004,Nirvana,0.0291,0.489,0.841,0.00278,4,0.215,-6.814,1,0.0373,127.972,4,0.421
"Endless, Nameless",With The Lights Out,box set,526,2004,Nirvana,0.000324,0.323,0.979,0.865,0,0.111,-5.328,1,0.344,133.127,4,0.177
Dumb,With The Lights Out,box set,153,2004,Nirvana,0.423,0.646,0.701,1.17e-05,7,0.287,-7.447,1,0.0266,110.328,4,0.765
D-7,With The Lights Out,box set,225,2004,Nirvana,0.0349,0.297,0.923,0.739,5,0.0891,-4.939,1,0.0779,86.364,1,0.132
Oh The Guilt,With The Lights Out,box set,204,2004,Nirvana,4.85e-05,0.227,0.898,0.0,1,0.119,-2.493,1,0.0967,132.988,4,0.395
Curmudgeon,With The Lights Out,box set,182,2004,Nirvana,0.000141,0.257,0.883,1.91e-06,10,0.503,-2.557,1,0.072,124.938,4,0.326
Return Of The Rat,With The Lights Out,box set,188,2004,Nirvana,0.000222,0.425,0.945,0.00219,10,0.131,-3.95,0,0.0579,90.245,4,0.732
Smells Like Teen Spirit,With The Lights Out,box set,299,2004,Nirvana,1.98e-05,0.477,0.862,0.000163,1,0.0868,-4.936,1,0.052,116.104,4,0.575
Rape Me,With The Lights Out,box set,201,2004,Nirvana,0.901,0.583,0.528,0.487,6,0.17,-7.48,0,0.0499,94.904,4,0.398
Rape Me,With The Lights Out,box set,181,2004,Nirvana,0.000466,0.39,0.95,0.573,8,0.0725,-4.605,0,0.0724,107.176,4,0.341
Scentless Apprentice,With The Lights Out,box set,572,2004,Nirvana,0.000287,0.221,0.892,0.65,6,0.117,-5.974,0,0.0744,153.924,4,0.798
Heart Shaped Box,With The Lights Out,box set,330,2004,Nirvana,0.00634,0.248,0.652,0.0341,1,0.221,-6.045,1,0.0735,203.56,4,0.35
I Hate Myself And Want To Die,With The Lights Out,box set,242,2004,Nirvana,0.0712,0.256,0.924,0.00971,1,0.0929,-3.755,0,0.0689,115.179,4,0.195
Milk It,With The Lights Out,box set,273,2004,Nirvana,0.0196,0.394,0.706,0.00101,1,0.322,-5.238,0,0.172,134.799,4,0.352
Moist Vagina,With The Lights Out,box set,115,2004,Nirvana,0.00893,0.392,0.5,0.0746,10,0.0958,-5.174,1,0.0473,110.023,4,0.444
Gallons Of Rubbing Alcohol Flow Through The Strip,With The Lights Out,box set,452,2004,Nirvana,0.000241,0.472,0.484,0.291,4,0.0626,-7.447,1,0.03,104.237,4,0.351
The Other Improv,With The Lights Out,box set,382,2004,Nirvana,0.237,0.361,0.587,8.71e-05,6,0.346,-4.979,1,0.0575,164.979,4,0.375
Serve The Servants,With The Lights Out,box set,94,2004,Nirvana,0.67,0.535,0.598,0.59,8,0.269,-6.459,1,0.0289,107.364,4,0.519
Very Ape,With The Lights Out,box set,111,2004,Nirvana,0.739,0.577,0.771,0.705,2,0.11,-6.636,1,0.14,133.702,4,0.784
Pennyroyal Tea,With The Lights Out,box set,208,2004,Nirvana,0.927,0.511,0.546,0.523,1,0.116,-7.403,0,0.0349,132.393,4,0.221
Marigold,With The Lights Out,box set,152,2004,Nirvana,0.0337,0.351,0.395,0.00454,10,0.122,-8.745,1,0.0361,176.836,4,0.302
Sappy,With The Lights Out,box set,205,2004,Nirvana,1.04e-05,0.406,0.81,1.34e-06,1,0.325,-6.127,1,0.0343,128.282,4,0.638
Jesus Doesn'T Want Me For A Sunbeam,With The Lights Out,box set,235,2004,Nirvana,0.839,0.49,0.474,0.594,8,0.114,-7.07,1,0.0286,114.906,4,0.324
Do Re Mi,With The Lights Out,box set,262,2004,Nirvana,0.829,0.562,0.75,0.546,7,0.124,-4.459,0,0.0328,122.217,4,0.416
You Know You'Re Right,With The Lights Out,box set,149,2004,Nirvana,0.979,0.412,0.455,0.443,5,0.236,-9.665,0,0.0339,85.02,4,0.656
All Apologies,With The Lights Out,box set,213,2004,Nirvana,0.921,0.562,0.554,0.898,0,0.126,-7.994,1,0.0323,104.249,4,0.558
Heartbreaker,Sliver - The Best Of The Box,compilation album,177,2005,Nirvana,0.000967,0.243,0.591,0.817,11,0.466,-8.412,1,0.0446,97.456,4,0.269
Mrs. Butterworth,Sliver - The Best Of The Box,compilation album,244,2005,Nirvana,0.00355,0.475,0.794,0.196,9,0.656,-6.69,0,0.0534,86.242,4,0.603
Floyd The Barber,Sliver - The Best Of The Box,compilation album,151,2005,Nirvana,0.181,0.231,0.968,0.0156,4,0.129,-4.962,1,0.167,136.919,4,0.184
Clean Up Before She Comes,Sliver - The Best Of The Box,compilation album,190,2005,Nirvana,0.172,0.612,0.394,0.238,3,0.405,-9.264,1,0.058,122.098,4,0.675
About A Girl,Sliver - The Best Of The Box,compilation album,162,2005,Nirvana,0.637,0.479,0.462,0.83,2,0.0939,-11.501,0,0.03,115.833,4,0.281
Blandest,Sliver - The Best Of The Box,compilation album,235,2005,Nirvana,3.48e-05,0.295,0.974,0.00862,10,0.237,-3.319,0,0.0982,122.201,4,0.365
Ain'T It A Shame,Sliver - The Best Of The Box,compilation album,122,2005,Nirvana,1.08e-05,0.42,0.956,0.000305,4,0.196,-5.139,1,0.0668,113.349,4,0.655
Opinion,Sliver - The Best Of The Box,compilation album,93,2005,Nirvana,0.829,0.388,0.466,0.0,6,0.203,-9.512,0,0.0441,150.442,4,0.702
Lithium,Sliver - The Best Of The Box,compilation album,108,2005,Nirvana,0.885,0.572,0.35,0.0,9,0.597,-9.252,1,0.0349,127.872,4,0.504
Sliver,Sliver - The Best Of The Box,compilation album,128,2005,Nirvana,0.962,0.664,0.366,0.886,8,0.127,-11.542,0,0.062,128.482,4,0.664
Smells Like Teen Spirit,Sliver - The Best Of The Box,compilation album,338,2005,Nirvana,0.148,0.555,0.983,0.000264,8,0.261,-3.513,1,0.091,117.261,4,0.431
Come As You Are,Sliver - The Best Of The Box,compilation album,249,2005,Nirvana,0.163,0.397,0.874,0.0171,4,0.329,-5.683,1,0.0325,120.076,4,0.759
Old Age,Sliver - The Best Of The Box,compilation album,259,2005,Nirvana,0.0315,0.492,0.835,0.00385,0,0.212,-6.768,1,0.039,128.106,4,0.466
Oh The Guilt,Sliver - The Best Of The Box,compilation album,204,2005,Nirvana,5.21e-05,0.239,0.885,1.22e-06,1,0.121,-2.483,1,0.0881,132.795,4,0.425
Rape Me,Sliver - The Best Of The Box,compilation album,201,2005,Nirvana,0.889,0.581,0.536,0.62,6,0.174,-7.509,0,0.0512,94.8,4,0.413
Rape Me,Sliver - The Best Of The Box,compilation album,181,2005,Nirvana,0.000456,0.398,0.948,0.648,8,0.074,-4.586,0,0.0677,107.272,4,0.384
Heart Shaped Box,Sliver - The Best Of The Box,compilation album,330,2005,Nirvana,0.00677,0.452,0.653,0.0353,1,0.199,-6.042,1,0.0506,102.153,4,0.338
Do Re Mi,Sliver - The Best Of The Box,compilation album,262,2005,Nirvana,0.84,0.561,0.749,0.615,7,0.124,-4.465,0,0.0328,122.136,4,0.394
You Know You'Re Right,Sliver - The Best Of The Box,compilation album,149,2005,Nirvana,0.979,0.41,0.456,0.536,5,0.214,-9.619,0,0.0336,84.985,4,0.609
All Apologies,Sliver - The Best Of The Box,compilation album,213,2005,Nirvana,0.919,0.571,0.552,0.85,0,0.15,-8.046,1,0.0314,106.549,4,0.575
Spank Thru,Sliver - The Best Of The Box,compilation album,224,2005,Nirvana,0.434,0.344,0.838,0.0,1,0.191,-5.9,1,0.0955,109.682,4,0.402
Sappy,Sliver - The Best Of The Box,compilation album,211,2005,Nirvana,2.05e-05,0.41,0.899,1.78e-05,2,0.133,-8.143,1,0.0505,130.91,4,0.307
You Know You'Re Right,Nirvana,compilation album,217,2002,Nirvana,0.0284,0.271,0.755,0.000411,5,0.123,-6.306,0,0.142,177.02,4,0.437
About A Girl,Nirvana,compilation album,166,2002,Nirvana,2.88e-05,0.408,0.927,1.34e-05,11,0.298,-4.501,0,0.0374,131.693,4,0.59
Been A Son,Nirvana,compilation album,140,2002,Nirvana,0.00655,0.416,0.941,0.00121,9,0.142,-5.011,1,0.0881,142.749,4,0.536
Sliver,Nirvana,compilation album,131,2002,Nirvana,6.13e-05,0.427,0.852,0.000943,5,0.11,-5.579,1,0.0773,141.279,4,0.419
Smells Like Teen Spirit,Nirvana,compilation album,301,2002,Nirvana,1.64e-05,0.5,0.878,0.000249,1,0.112,-5.928,1,0.0484,116.697,4,0.794
Come As You Are,Nirvana,compilation album,219,2002,Nirvana,0.000105,0.519,0.815,0.00261,4,0.0993,-6.349,0,0.0354,119.944,4,0.497
Lithium,Nirvana,compilation album,255,2002,Nirvana,0.00133,0.678,0.678,0.0,7,0.0855,-5.866,1,0.038,123.207,4,0.433
In Bloom,Nirvana,compilation album,253,2002,Nirvana,3.6e-05,0.446,0.843,4.82e-05,10,0.222,-5.868,0,0.0555,158.226,4,0.579
Heart-Shaped Box,Nirvana,compilation album,279,2002,Nirvana,0.0921,0.244,0.825,0.0057,1,0.0984,-6.788,1,0.116,199.655,4,0.297
Pennyroyal Tea,Nirvana,compilation album,215,2002,Nirvana,5.74e-05,0.392,0.752,5.71e-05,9,0.116,-7.373,1,0.0526,114.276,4,0.152
Rape Me,Nirvana,compilation album,169,2002,Nirvana,0.00286,0.413,0.86,2.92e-06,8,0.0904,-7.559,1,0.0537,112.058,4,0.218
Dumb,Nirvana,compilation album,149,2002,Nirvana,0.184,0.692,0.487,0.215,11,0.329,-8.941,1,0.0268,113.789,4,0.827
All Apologies,Nirvana,compilation album,225,2002,Nirvana,0.419,0.638,0.56,7.24e-05,1,0.686,-8.401,1,0.0312,109.001,4,0.247
The Man Who Sold The World,Nirvana,compilation album,227,2002,Nirvana,0.373,0.481,0.687,0.000319,1,0.922,-7.756,0,0.0294,115.129,4,0.366
Come As You Are,Nevermind (Remastered),rerelease,218,1991,Nirvana,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539
Lithium,Nevermind (Remastered),rerelease,257,1991,Nirvana,0.00174,0.678,0.656,0.0,7,0.0631,-6.41,1,0.0381,123.207,4,0.485
Smells Like Teen Spirit,Nevermind (Remastered),rerelease,301,1991,Nirvana,2.55e-05,0.502,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,4,0.72
Heart-Shaped Box,In Utero (Deluxe Edition),rerelease,281,1993,Nirvana,0.199,0.256,0.641,0.0329,1,0.0853,-10.283,1,0.0552,203.006,4,0.382
In Bloom,Nevermind (Remastered),rerelease,255,1991,Nirvana,3.33e-05,0.436,0.876,0.000104,10,0.205,-4.902,0,0.0647,157.044,4,0.512
Polly,Nevermind,studio album,173,1991,Nirvana,0.884,0.83,0.382,0.301,2,0.11,-11.231,0,0.0566,121.12,4,0.54
Something In The Way,Nevermind (Deluxe Edition),rerelease,232,2011,Nirvana,0.745,0.427,0.201,0.263,8,0.109,-13.044,1,0.0317,105.218,4,0.0668
Pennyroyal Tea,In Utero,studio album,218,1993,Nirvana,0.000351,0.428,0.449,0.000498,1,0.253,-12.114,0,0.0342,113.308,4,0.196
Breed,Nevermind (Remastered),rerelease,184,1991,Nirvana,3.69e-06,0.262,0.969,0.00213,4,0.133,-4.675,1,0.0894,158.433,4,0.263
Frances Farmer Will Have Her Revenge On Seattle,In Utero,studio album,250,1993,Nirvana,5.66e-05,0.482,0.723,0.000432,10,0.0939,-10.08,0,0.0425,117.051,4,0.554
Stay Away,Nevermind (Remastered),rerelease,211,1991,Nirvana,5.39e-06,0.367,0.981,0.0461,11,0.0822,-5.1,0,0.128,165.21,4,0.205
On A Plain,Nevermind,studio album,194,1991,Nirvana,0.000119,0.428,0.946,3.37e-06,2,0.141,-4.674,1,0.102,133.26,4,0.358
Lounge Act,Nevermind (Remastered),rerelease,156,1991,Nirvana,1.26e-05,0.341,0.964,0.000103,11,0.151,-5.327,0,0.107,152.192,4,0.459
Been A Son,Lithium,single,153,1992,Nirvana,0.00174,0.292,0.884,0.112,7,0.681,-11.712,1,0.0826,142.924,4,0.247
Territorial Pissings,Nevermind (Remastered),rerelease,142,1991,Nirvana,0.000144,0.285,0.979,0.0,2,0.334,-4.428,1,0.175,182.7,4,0.108
Sliver,Incesticide,compilation album,136,1992,Nirvana,1.41e-05,0.427,0.692,3.84e-05,5,0.103,-9.978,1,0.0504,141.455,4,0.391
Love Buzz - Remastered,Bleach: Deluxe Edition,rerelease,215,1989,Nirvana,3.22e-05,0.47,0.885,0.196,3,0.169,-7.224,1,0.0354,138.153,4,0.79
Blew - Remastered,Bleach: Deluxe Edition,rerelease,174,1989,Nirvana,6.31e-06,0.404,0.923,0.00404,10,0.303,-5.318,0,0.0563,129.955,4,0.588
Spank Thru - Live At Pine Street Theater,Bleach: Deluxe Edition,rerelease,179,1989,Nirvana,2.1e-05,0.313,0.957,0.0487,2,0.169,-6.259,1,0.0588,137.797,4,0.374
Smells Like Teen Spirit,Nevermind (Remastered),rerelease,301,1991,Nirvana,2.55e-05,0.502,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,4,0.72
About A Girl,Nirvana,compilation album,166,2002,Nirvana,1.87e-05,0.409,0.932,1.6e-06,11,0.31,-4.538,0,0.0339,131.761,4,0.591
Dumb,In Utero,studio album,151,1993,Nirvana,0.428,0.697,0.395,0.653,6,0.173,-13.58,1,0.0281,113.589,4,0.876
Come As You Are,Nevermind (Remastered),rerelease,218,1991,Nirvana,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539
Rape Me,In Utero (Deluxe Edition),rerelease,170,1993,Nirvana,0.0141,0.42,0.746,0.0,8,0.0661,-10.628,1,0.0467,111.886,4,0.229
All Apologies,In Utero,studio album,233,1993,Nirvana,0.0793,0.446,0.632,0.000266,1,0.0881,-12.197,1,0.034,113.176,4,0.359
Lithium,Nevermind (Remastered),rerelease,257,1991,Nirvana,0.00174,0.678,0.656,0.0,7,0.0631,-6.41,1,0.0381,123.207,4,0.485
You Know You'Re Right,Nirvana,compilation album,217,2002,Nirvana,0.0407,0.289,0.716,0.00123,5,0.135,-6.53,0,0.106,168.049,4,0.344
Something In The Way,Nevermind (Remastered),rerelease,232,1991,Nirvana,0.745,0.427,0.201,0.263,8,0.109,-13.044,1,0.0317,105.218,4,0.0668
Marigold,In Utero (Deluxe Edition),rerelease,154,1993,Nirvana,0.126,0.367,0.326,0.000599,3,0.12,-13.025,0,0.0395,175.109,4,0.333
Very Ape,In Utero,studio album,115,1993,Nirvana,3.11e-06,0.262,0.886,0.368,1,0.188,-9.392,1,0.0336,152.09,4,0.965
Breed,Nevermind (Remastered),rerelease,184,1991,Nirvana,3.69e-06,0.262,0.969,0.00213,4,0.133,-4.675,1,0.0894,158.433,4,0.263
Serve The Servants,In Utero,studio album,217,1993,Nirvana,1.13e-05,0.435,0.895,0.0318,10,0.19,-8.7,1,0.0421,119.659,4,0.668
I Hate Myself And Want To Die - 2013 Mix,In Utero (Deluxe Edition),rerelease,179,1993,Nirvana,0.115,0.456,0.818,0.0,11,0.0995,-11.286,1,0.0589,115.556,4,0.257
Moist Vagina - 2013 Mix,In Utero (Deluxe Edition),rerelease,213,1993,Nirvana,0.000127,0.344,0.567,0.205,10,0.225,-11.437,1,0.0384,110.306,4,0.613
Smells Like Teen Spirit,Nevermind,studio album,301,1991,Nirvana,1.22e-05,0.485,0.863,0.0162,1,0.138,-9.027,1,0.0495,116.835,4,0.767
In Bloom,Nevermind,studio album,254,1991,Nirvana,9.84e-06,0.433,0.744,7.73e-05,10,0.29,-8.97,0,0.0449,157.18,4,0.595
Come As You Are,Nevermind,studio album,219,1991,Nirvana,3.72e-05,0.52,0.755,0.00871,4,0.0721,-9.422,0,0.037,120.015,4,0.505
Breed,Nevermind,studio album,183,1991,Nirvana,2.17e-06,0.267,0.941,0.339,11,0.113,-8.836,1,0.0547,159.003,4,0.464
Lithium,Nevermind,studio album,257,1991,Nirvana,0.000194,0.686,0.607,0.0,7,0.0621,-8.964,1,0.0368,123.258,4,0.436
Polly,Nevermind,studio album,176,1991,Nirvana,0.84,0.815,0.281,0.489,2,0.117,-15.58,0,0.0712,121.104,4,0.63
Territorial Pissings,Nevermind,studio album,142,1991,Nirvana,4.84e-05,0.309,0.954,0.00146,2,0.347,-8.802,1,0.0953,182.45,4,0.112
Drain You,Nevermind,studio album,224,1991,Nirvana,1.69e-05,0.32,0.884,3.72e-05,11,0.126,-10.193,0,0.0453,132.918,4,0.256
Lounge Act,Nevermind,studio album,156,1991,Nirvana,4.14e-06,0.369,0.908,0.00648,11,0.123,-9.766,0,0.0652,152.047,4,0.563
Stay Away,Nevermind,studio album,212,1991,Nirvana,3.63e-06,0.309,0.95,0.806,11,0.0866,-9.637,0,0.0615,165.255,4,0.345
On A Plain,Nevermind,studio album,196,1991,Nirvana,5.37e-06,0.482,0.861,0.00294,2,0.162,-10.875,1,0.0593,133.14,4,0.497
Something In The Way,Nevermind,studio album,232,1991,Nirvana,0.558,0.421,0.138,0.554,8,0.112,-18.231,1,0.031,105.106,4,0.0628
Serve The Servants,In Utero,studio album,214,1993,Nirvana,4.65e-06,0.424,0.924,0.0262,10,0.188,-8.241,1,0.0452,119.811,4,0.555
Scentless Apprentice,In Utero,studio album,227,1993,Nirvana,1.18e-06,0.294,0.791,0.299,1,0.12,-9.029,1,0.0422,169.548,4,0.627
Heart-Shaped Box,In Utero,studio album,278,1993,Nirvana,0.0954,0.496,0.718,0.0297,1,0.0775,-9.554,1,0.0459,101.735,4,0.37
Rape Me,In Utero,studio album,169,1993,Nirvana,0.00168,0.424,0.832,1.99e-06,8,0.0775,-9.035,1,0.0528,112.086,4,0.238
Frances Farmer Will Have Her Revenge On Seattle,In Utero,studio album,249,1993,Nirvana,2.7e-05,0.483,0.814,0.000767,5,0.0778,-8.302,0,0.0423,117.381,4,0.539
Dumb,In Utero,studio album,149,1993,Nirvana,0.124,0.678,0.445,0.535,11,0.261,-11.969,1,0.0284,113.736,4,0.839
Very Ape,In Utero,studio album,114,1993,Nirvana,2.69e-06,0.268,0.894,0.0944,1,0.157,-8.853,1,0.0356,152.049,4,0.967
Milk It,In Utero,studio album,233,1993,Nirvana,0.000114,0.463,0.606,0.0013,1,0.164,-9.994,0,0.05,136.213,4,0.565
Pennyroyal Tea,In Utero,studio album,216,1993,Nirvana,0.000311,0.419,0.475,0.000531,1,0.138,-11.682,0,0.0368,113.327,4,0.216
Radio Friendly Unit Shifter,In Utero,studio album,289,1993,Nirvana,5.93e-05,0.311,0.968,0.0637,6,0.669,-8.931,1,0.0634,155.856,3,0.56
Tourette'S,In Utero,studio album,93,1993,Nirvana,1.8e-05,0.287,0.96,9.86e-06,10,0.215,-8.405,0,0.0572,87.504,4,0.322
All Apologies/Gallons Of Rubbing Alcohol Flow Through The Strip,In Utero,studio album,1892,1993,Nirvana,0.00163,0.0,2.02e-05,0.0293,6,0.11,-11.267,1,0.0,0.0,0,0.0
