,track_name,album_name,album_type,release_year,artists,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
204,"Fell On Black Days - Live At Pine Knob Music Theater, Clarkston, MI / 1993",Superunknown (Super Deluxe),album,1994,Soundgarden,291,0.00419,0.381,0.881,0.000472,0,0.367,-5.576,1,0.038,100.057,4,0.384
205,Birth Ritual - Original Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,350,0.000129,0.476,0.959,0.00259,2,0.064,-5.311,1,0.123,127.062,1,0.206
206,"Jesus Christ Pose - Live At Rushmore Plaza Civic Center, Rapid City, SD / 1993",Superunknown (Super Deluxe),album,1994,Soundgarden,429,0.00018,0.213,0.925,0.566,2,0.388,-5.376,1,0.146,104.315,4,0.262
207,Like Suicide - Acoustic Version,Superunknown (Super Deluxe),album,1994,Soundgarden,372,0.565,0.614,0.341,0.000808,7,0.0974,-11.469,1,0.0256,97.087,4,0.154
208,"Kickstand - Live At Jones Beach Amphitheatre, Wantagh, NY / 1993",Superunknown (Super Deluxe),album,1994,Soundgarden,119,9.85e-05,0.372,0.948,6.31e-06,2,0.63,-6.412,1,0.129,95.467,3,0.365
209,"My Wave - Live At Jones Beach Amphitheatre, Wantagh, NY / 1993",Superunknown (Super Deluxe),album,1994,Soundgarden,268,0.00167,0.463,0.922,0.00035,4,0.417,-4.656,1,0.0657,125.365,5,0.722
210,Spoonman - Steve Fisk Remix,Superunknown (Super Deluxe),album,1994,"Soundgarden, Steve Fisk",417,0.00399,0.534,0.911,0.305,11,0.346,-10.515,0,0.478,90.337,1,0.477
211,Exit Stonehenge,Superunknown (Super Deluxe),album,1994,Soundgarden,81,1e-05,0.431,0.936,0.0825,0,0.193,-6.314,0,0.0537,147.403,4,0.772
212,"Kyle Petty, Son Of Richard",Superunknown (Super Deluxe),album,1994,Soundgarden,246,1.03e-05,0.308,0.902,0.81,2,0.164,-4.735,1,0.0656,184.348,4,0.561
213,Black Days III,Superunknown (Super Deluxe),album,1994,Soundgarden,243,0.000833,0.489,0.744,0.518,9,0.195,-6.356,0,0.0281,106.851,4,0.612
214,Ghostmotorfinger,Superunknown (Super Deluxe),album,1994,Soundgarden,93,0.926,0.12,0.354,0.867,6,0.173,-18.908,0,0.0479,84.101,3,0.382
215,Jerry Garcia's Finger,Superunknown (Super Deluxe),album,1994,Soundgarden,204,0.211,0.254,0.789,0.857,0,0.144,-9.922,1,0.161,141.839,4,0.246
216,Fell On Black Days - Video Version,Superunknown (Super Deluxe),album,1994,Soundgarden,327,0.00117,0.231,0.694,0.0288,4,0.131,-6.872,0,0.086,199.739,4,0.309
217,Let Me Drown - Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,251,0.0474,0.507,0.757,0.00421,11,0.0823,-7.439,1,0.0348,91.334,4,0.72
218,Fell On Black Days - Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,294,0.154,0.551,0.721,0.323,0,0.387,-7.176,1,0.029,97.92,3,0.47
219,Superunknown,Superunknown (Super Deluxe),album,1994,Soundgarden,337,0.191,0.256,0.93,0.774,11,0.104,-5.78,1,0.0744,131.767,4,0.223
220,Black Hole Sun - Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,339,0.247,0.432,0.668,0.0678,6,0.0926,-7.479,1,0.0373,105.005,4,0.206
221,Spoonman - Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,218,0.369,0.541,0.577,0.732,8,0.106,-8.917,1,0.033,89.114,4,0.96
222,Fresh Tendrils - Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,227,0.164,0.421,0.771,0.774,7,0.124,-8.316,1,0.0313,171.545,4,0.49
223,4th Of July - Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,306,0.247,0.198,0.585,0.628,3,0.0823,-9.1,1,0.0347,73.8,4,0.174
224,Half - Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,97,0.939,0.606,0.462,0.863,6,0.148,-12.558,1,0.0394,111.653,3,0.969
225,Like Suicide - Demo Version,Superunknown (Super Deluxe),album,1994,Soundgarden,550,0.111,0.168,0.581,0.229,6,0.0772,-9.896,1,0.0346,171.996,4,0.177
226,Black Hole Sun - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,346,0.0192,0.527,0.744,0.00818,10,0.0673,-6.189,1,0.0355,98.179,4,0.327
227,Bing Bing Goes To Church - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,125,6.29e-05,0.474,0.831,0.405,9,0.156,-7.055,0,0.0399,143.989,4,0.935
228,Half (Instrumentally) - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,222,0.00959,0.355,0.417,0.882,5,0.0967,-7.601,1,0.04,79.934,4,0.484
229,Head Down - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,326,4.05e-05,0.438,0.802,0.512,0,0.159,-6.051,1,0.0317,167.271,4,0.378
230,"Kyle Petty, Son Of Richard - Rehearsal Version",Superunknown (Super Deluxe),album,1994,Soundgarden,209,4.77e-05,0.543,0.887,0.666,2,0.0698,-5.849,1,0.029,88.8,4,0.76
231,Let Me Drown - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,234,3.7e-05,0.503,0.911,0.147,0,0.112,-5.934,1,0.0492,94.669,4,0.784
232,Limo Wreck - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,342,0.0016,0.576,0.758,0.135,7,0.188,-5.546,1,0.0269,136.98,3,0.315
233,My Wave - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,276,0.0021,0.616,0.944,0.0556,11,0.0389,-4.214,0,0.0449,128.607,5,0.931
234,Fresh Tendrils - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,259,0.000693,0.408,0.664,0.0659,0,0.106,-6.336,1,0.0284,176.134,4,0.378
235,Like Suicide - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,408,0.000234,0.492,0.624,0.625,2,0.151,-7.128,1,0.026,98.396,4,0.39
236,Ruff Riff-Raff - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,223,3.92e-05,0.482,0.814,0.864,7,0.399,-6.556,0,0.0435,127.653,4,0.363
237,Spoonman - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,274,0.000137,0.332,0.88,0.705,7,0.117,-6.151,1,0.0807,183.385,3,0.755
238,The Date I Tried To Leave - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,140,0.00932,0.495,0.631,0.0415,0,0.226,-7.149,1,0.0332,133.34,4,0.439
239,The Day I Tried To Live - Rehearsal Version,Superunknown (Super Deluxe),album,1994,Soundgarden,363,0.00371,0.493,0.715,0.585,6,0.124,-7.05,0,0.0405,124.191,4,0.399
240,Let Me Drown,Superunknown (Deluxe Edition),album,1994,Soundgarden,232,4.53e-05,0.148,0.947,0.00187,0,0.0872,-4.839,1,0.0958,187.413,4,0.566
241,My Wave,Superunknown (Deluxe Edition),album,1994,Soundgarden,312,0.000132,0.509,0.95,0.00302,9,0.0937,-4.535,0,0.061,126.591,5,0.705
242,Fell On Black Days,Superunknown (Deluxe Edition),album,1994,Soundgarden,283,0.00152,0.574,0.739,0.000328,4,0.141,-5.745,0,0.0271,101.069,3,0.514
243,Mailman,Superunknown (Deluxe Edition),album,1994,Soundgarden,266,0.000425,0.443,0.682,7.47e-05,5,0.0833,-5.99,1,0.0313,96.211,4,0.429
244,Superunknown,Superunknown (Deluxe Edition),album,1994,Soundgarden,306,5.85e-05,0.291,0.949,0.233,0,0.856,-3.619,1,0.0574,133.93,4,0.296
245,Head Down,Superunknown (Deluxe Edition),album,1994,Soundgarden,369,0.000135,0.413,0.825,0.252,5,0.108,-6.347,0,0.0346,83.185,4,0.565
246,Black Hole Sun,Superunknown (Deluxe Edition),album,1994,Soundgarden,318,0.000217,0.35,0.828,0.000161,6,0.0774,-5.373,1,0.041,105.435,4,0.147
247,Spoonman,Superunknown (Deluxe Edition),album,1994,Soundgarden,246,2.18e-05,0.458,0.902,0.195,7,0.258,-5.625,1,0.0314,92.712,4,0.827
248,Limo Wreck,Superunknown (Deluxe Edition),album,1994,Soundgarden,347,0.000429,0.352,0.808,0.000634,7,0.0996,-4.907,1,0.0345,137.875,3,0.236
249,The Day I Tried To Live,Superunknown (Deluxe Edition),album,1994,Soundgarden,320,0.000164,0.472,0.752,0.181,0,0.0903,-6.051,1,0.0555,133.248,4,0.305
250,Kickstand,Superunknown (Deluxe Edition),album,1994,Soundgarden,94,7.47e-06,0.407,0.941,0.0169,9,0.343,-4.801,0,0.0409,91.662,4,0.655
251,Fresh Tendrils,Superunknown (Deluxe Edition),album,1994,Soundgarden,256,2.32e-05,0.31,0.897,0.000879,0,0.13,-5.155,0,0.0498,175.944,4,0.44
252,4th Of July,Superunknown (Deluxe Edition),album,1994,Soundgarden,308,0.118,0.355,0.754,0.000936,5,0.175,-5.692,0,0.0378,142.203,4,0.201
253,Half,Superunknown (Deluxe Edition),album,1994,Soundgarden,134,0.164,0.305,0.71,0.855,6,0.112,-8.296,1,0.0346,88.055,4,0.293
254,Like Suicide,Superunknown (Deluxe Edition),album,1994,Soundgarden,423,8.77e-06,0.416,0.566,0.373,7,0.182,-6.342,1,0.0266,95.455,4,0.232
255,She Likes Surprises,Superunknown (Deluxe Edition),album,1994,Soundgarden,197,0.000365,0.354,0.798,0.0749,3,0.226,-5.465,1,0.0397,139.695,4,0.421
256,Let Me Drown - Demo Version,Superunknown (Deluxe Edition),album,1994,Soundgarden,251,0.0474,0.507,0.757,0.00421,11,0.0823,-7.439,1,0.0348,91.334,4,0.72
257,Black Hole Sun - Demo Version,Superunknown (Deluxe Edition),album,1994,Soundgarden,338,0.289,0.436,0.666,0.102,6,0.0931,-7.482,1,0.0375,105.026,4,0.215
258,Half - Demo Version,Superunknown (Deluxe Edition),album,1994,Soundgarden,97,0.933,0.583,0.462,0.884,6,0.144,-12.507,1,0.0364,83.871,4,0.967
259,Head Down - Rehearsal Version,Superunknown (Deluxe Edition),album,1994,Soundgarden,326,4.38e-05,0.439,0.807,0.487,0,0.104,-6.047,1,0.0323,167.263,4,0.382
260,Limo Wreck - Rehearsal Version,Superunknown (Deluxe Edition),album,1994,Soundgarden,342,0.00181,0.577,0.759,0.13,7,0.192,-5.563,1,0.0265,136.978,3,0.329
261,The Day I Tried To Live - Rehearsal Version,Superunknown (Deluxe Edition),album,1994,Soundgarden,363,0.00335,0.518,0.711,0.667,6,0.122,-7.087,0,0.039,124.535,4,0.374
262,Like Suicide - Acoustic Version,Superunknown (Deluxe Edition),album,1994,Soundgarden,372,0.558,0.615,0.346,0.000897,7,0.129,-11.2,1,0.0254,97.076,4,0.141
263,Black Days III,Superunknown (Deluxe Edition),album,1994,Soundgarden,243,0.000872,0.488,0.741,0.387,2,0.182,-6.341,0,0.0278,107.097,4,0.64
264,Birth Ritual - Original Demo Version,Superunknown (Deluxe Edition),album,1994,Soundgarden,350,0.000157,0.477,0.956,0.00444,2,0.0654,-5.31,1,0.133,127.042,1,0.181
265,Exit Stonehenge,Superunknown (Deluxe Edition),album,1994,Soundgarden,81,8.19e-06,0.43,0.942,0.119,0,0.204,-6.291,0,0.0539,147.401,4,0.783
266,"Kyle Petty, Son Of Richard",Superunknown (Deluxe Edition),album,1994,Soundgarden,246,1.13e-05,0.319,0.909,0.746,2,0.159,-4.725,1,0.0644,184.156,4,0.565
267,Jerry Garcia's Finger,Superunknown (Deluxe Edition),album,1994,Soundgarden,204,0.233,0.251,0.777,0.901,0,0.144,-9.943,1,0.162,143.197,4,0.195
268,Spoonman - Alternate Steve Fisk Remix,Superunknown (Deluxe Edition),album,1994,"Soundgarden, Steve Fisk",321,0.000101,0.502,0.82,0.00266,7,0.212,-8.467,1,0.0616,90.673,4,0.65
269,The Day I Tried To Live - Alternate Mix,Superunknown (Deluxe Edition),album,1994,Soundgarden,326,0.000833,0.437,0.708,0.000125,9,0.122,-6.184,1,0.0457,131.427,4,0.305
270,4th Of July - Instrumental,Superunknown (Deluxe Edition),album,1994,Soundgarden,313,0.00161,0.428,0.652,0.763,8,0.124,-7.539,1,0.0299,141.888,4,0.202
271,Superunknown - Instrumental,Superunknown (Deluxe Edition),album,1994,Soundgarden,309,4e-05,0.317,0.931,0.843,0,0.342,-6.573,1,0.0437,133.754,4,0.373
272,Let Me Drown,Superunknown (20th Anniversary),album,1994,Soundgarden,232,4.53e-05,0.148,0.947,0.00187,0,0.0872,-4.839,1,0.0958,187.413,4,0.566
273,My Wave,Superunknown (20th Anniversary),album,1994,Soundgarden,312,0.000132,0.509,0.95,0.00302,9,0.0937,-4.535,0,0.061,126.591,5,0.705
274,Fell On Black Days,Superunknown (20th Anniversary),album,1994,Soundgarden,283,0.00152,0.574,0.739,0.000328,4,0.141,-5.745,0,0.0271,101.069,3,0.514
275,Mailman,Superunknown (20th Anniversary),album,1994,Soundgarden,266,0.000425,0.443,0.682,7.47e-05,5,0.0833,-5.99,1,0.0313,96.211,4,0.429
276,Superunknown,Superunknown (20th Anniversary),album,1994,Soundgarden,306,5.85e-05,0.291,0.949,0.233,0,0.856,-3.619,1,0.0574,133.93,4,0.296
277,Head Down,Superunknown (20th Anniversary),album,1994,Soundgarden,369,0.000135,0.413,0.825,0.252,5,0.108,-6.347,0,0.0346,83.185,4,0.565
278,Black Hole Sun,Superunknown (20th Anniversary),album,1994,Soundgarden,318,0.000217,0.35,0.828,0.000161,6,0.0774,-5.373,1,0.041,105.435,4,0.147
279,Spoonman,Superunknown (20th Anniversary),album,1994,Soundgarden,246,2.17e-05,0.457,0.902,0.196,7,0.258,-5.624,1,0.0313,92.711,4,0.834
280,Limo Wreck,Superunknown (20th Anniversary),album,1994,Soundgarden,347,0.000429,0.352,0.808,0.000634,7,0.0996,-4.907,1,0.0345,137.875,3,0.236
281,The Day I Tried To Live,Superunknown (20th Anniversary),album,1994,Soundgarden,320,0.000164,0.472,0.752,0.181,0,0.0903,-6.051,1,0.0555,133.248,4,0.305
282,Kickstand,Superunknown (20th Anniversary),album,1994,Soundgarden,94,7.47e-06,0.407,0.941,0.0169,9,0.343,-4.801,0,0.0409,91.662,4,0.655
283,Fresh Tendrils,Superunknown (20th Anniversary),album,1994,Soundgarden,256,2.32e-05,0.31,0.897,0.000879,0,0.13,-5.155,0,0.0498,175.944,4,0.44
284,4th Of July,Superunknown (20th Anniversary),album,1994,Soundgarden,308,0.118,0.355,0.754,0.000936,5,0.175,-5.692,0,0.0378,142.203,4,0.201
285,Half,Superunknown (20th Anniversary),album,1994,Soundgarden,134,0.164,0.305,0.71,0.855,6,0.112,-8.296,1,0.0346,88.055,4,0.293
286,Like Suicide,Superunknown (20th Anniversary),album,1994,Soundgarden,423,8.77e-06,0.416,0.566,0.373,7,0.182,-6.342,1,0.0266,95.455,4,0.232
287,Ugly Truth,Louder Than Love,album,1989,Soundgarden,326,0.0102,0.387,0.573,0.0336,4,0.0528,-11.834,0,0.0403,129.98,3,0.465
288,Hands All Over,Louder Than Love,album,1989,Soundgarden,360,0.00828,0.188,0.928,0.527,7,0.085,-10.003,1,0.0694,181.249,4,0.224
289,Gun,Louder Than Love,album,1989,Soundgarden,282,0.00239,0.361,0.903,0.38,9,0.0752,-11.478,1,0.0667,133.58,4,0.187
290,Power Trip,Louder Than Love,album,1989,Soundgarden,249,0.288,0.216,0.754,0.000179,9,0.0947,-10.199,0,0.0545,174.268,3,0.329
291,Get On The Snake,Louder Than Love,album,1989,Soundgarden,223,0.00423,0.361,0.882,0.0158,9,0.228,-10.568,1,0.0618,127.332,4,0.36
292,Full On Kevin's Mom,Louder Than Love,album,1989,Soundgarden,217,0.0167,0.239,0.955,0.0816,9,0.112,-9.274,1,0.0608,136.502,4,0.164
293,Loud Love,Louder Than Love,album,1989,Soundgarden,297,0.006,0.34,0.797,0.0763,2,0.0781,-10.745,1,0.0535,135.407,4,0.19
294,I Awake,Louder Than Love,album,1989,Soundgarden,261,0.311,0.568,0.626,0.148,4,0.106,-12.019,0,0.0391,124.531,3,0.208
295,No Wrong No Right,Louder Than Love,album,1989,Soundgarden,287,0.0323,0.304,0.718,3.4e-05,7,0.12,-10.645,0,0.0447,134.31,4,0.363
296,Uncovered,Louder Than Love,album,1989,Soundgarden,270,0.248,0.379,0.82,0.000869,9,0.147,-11.449,0,0.0458,151.157,3,0.187
297,Big Dumb Sex,Louder Than Love,album,1989,Soundgarden,251,0.00551,0.267,0.848,0.000491,6,0.494,-9.546,0,0.0584,175.458,4,0.483
298,Full On,Louder Than Love,album,1989,Soundgarden,162,0.123,0.27,0.638,0.0518,9,0.359,-11.742,1,0.0506,132.472,4,0.304
299,Black Hole Sun - Live From The Artists Den,Black Hole Sun/New Damage/Blind Dogs,single,2019,Soundgarden,350,0.0127,0.365,0.747,0.00109,7,0.35,-9.766,1,0.0402,107.596,4,0.249
300,New Damage - Live From The Artists Den,Black Hole Sun/New Damage/Blind Dogs,single,2019,Soundgarden,402,0.0759,0.366,0.799,0.000574,7,0.928,-9.989,1,0.0755,121.72,3,0.183
301,Blind Dogs - Live From The Artists Den,Black Hole Sun/New Damage/Blind Dogs,single,2019,Soundgarden,360,0.118,0.286,0.599,0.00054,7,0.699,-11.605,1,0.0491,155.518,4,0.281
302,Birth Ritual - Studio Outtake,Birth Ritual (Studio Outtake),single,2016,Soundgarden,330,1.23e-05,0.501,0.966,0.897,7,0.147,-6.773,1,0.0679,130.492,1,0.416
303,"Searching With My Good Eye Closed - Live At The Paramount Theatre, Seattle / 1992","Searching With My Good Eye Closed (Live At The Paramount Theatre, Seattle / 1992)",single,2016,Soundgarden,267,9.33e-05,0.278,0.943,0.131,2,0.903,-5.539,1,0.0974,136.889,4,0.347
304,Rusty Cage - Studio Outtake,Rusty Cage (Studio Outtake),single,2016,Soundgarden,271,7.04e-05,0.278,0.935,0.785,2,0.296,-6.928,1,0.0815,102.068,4,0.443
305,Spoonman - Steve Aoki Remix,Spoonman (Remix By Steve Aoki),single,2016,"Soundgarden, Steve Aoki",164,0.00806,0.464,0.843,0.000258,7,0.0669,-3.843,1,0.0573,92.035,4,0.0355
306,Live to Rise,Live to Rise,single,2012,Soundgarden,280,0.000969,0.483,0.742,0.00468,4,0.835,-5.006,0,0.0326,84.049,4,0.252
